Company,Job Title,Location,Actively Recruiting Indicator,LI Job Post URL
Boston Consulting Group (BCG),"Expert Consultant, Project Leader - B2B Marketing","Los Angeles, CA",Your profile matches this job,https://www.linkedin.com/jobs/view/3598889228/?eBP=CwEAAAGKOZENnD_HcoCptBS6P-ibBimULF66PP2THJMZcoLkRXOTs5vnlPojKJieDzDWDoK8J8sXlpMjcS0sTxNlH4PkB8jaM5MsPAyMgB2rrOWvX7UeE66kaXFairVzcj9uJr1_t2nfAoOJx3ho62xhmu6we_VFvCyzTrQKlbGQgRlTBsitw-Upiji9rIKHrYq033cfeVx9zdiUmEXAxbmAGHAw-Yho0qse9oitObmg_AWVOs7ljVIil5vrkAe8W5M_h6zaN6gRaETpkNi65yJl6AgzH1jLicylPxs8yQJK8D-3hrQkSA3oYi20bVn7YU6HSm4d9ht1RQ-b54tqiSi2JLfGmu3z_Dv3MoCxRz7JJb2KE3wnhetWsVy6-xfnXGwSMoJyQG2a&refId=9A9NOYHdmnBCwqMC1DW89g%3D%3D&trackingId=8Nslz2JaugYuekNXP3m9cA%3D%3D&trk=flagship3_search_srp_jobs
L3Harris Technologies,"Assoc, Software Engrg- Embedded (New Grad- Anaheim, CA)","Anaheim, CA",64 school alumni work here,https://www.linkedin.com/jobs/view/3622919258/?eBP=CwEAAAGKOZENnJ9ZBgfyCMTgxPB1u57RlCm1kexJm84B3-oxBQfOZi3wp_3wanwH4Nug2_fx6xL63YQTs_w9Gk9jN8Q1pPDoHtB07nSO51Ljafnj8JUPRYCE9tSWlVFkCaCfqoprGRYbAp5snBhH-t8HFb7uysuUFxCi-Ko5E1YI9ok7c0UMHHHdpqT9llYDOmHP9WZpUg_YN5fzXhqDwhegsEFyFyxBYbVqUUrBOs16QSWM4F2hDxCfQY-I5JMKZfUY6zejbFgPBpV1CNkdV7D_B60npCjrxZNY5wOO-8pgbb1H6liGq0LWH2vaSm6-mXzxiwNWsuldI3ntYlEJUHaktVlbx-UZHuR-ivD3gtI-rQeOUJEefIMewJB1CheAqbfTqAxZCTu6&refId=9A9NOYHdmnBCwqMC1DW89g%3D%3D&trackingId=eth7gMyfUURcqVX50ha%2BMw%3D%3D&trk=flagship3_search_srp_jobs
System1,Senior Machine Learning Scientist - Search & Recommendations,"Los Angeles, CA (Remote)",,https://www.linkedin.com/jobs/view/3575260544/?eBP=CwEAAAGKOZENnOBw9musjxsKXcspYmvMZI7FH8x38aqHWwrwXQ9R54Luzp-onYM8V7a5TfLsLlvyhoTuuCOruJjabnrLI_Qd_uRryH91bqDQxKZmL4PQSsbTOssdM3IXQbF1E77x5WqSI7Pvd-66j8vXZ2H7d60_GxNepEtKW3WFzV42V2kWnvet97nWdq1LoIeRd04F7eLfNhegAupPCJ3lSEEXuyJlNekpAyoUt3KBCGAaev_Cun4X1YzEJtea1JN9-NIESiV1kG393g3odX1FFGlBRckGniDX0v-RbG4rMxtdIYS8anXpq6lxVTVHhaJ2lmHbvadQZuRmdfwpzJvQpm3AMicpZfBgJTuMlyuWjnHCeTgeHJ3sxuwc8UIE-vtRmh38KWYp&refId=9A9NOYHdmnBCwqMC1DW89g%3D%3D&trackingId=ueC%2BElG%2F1%2Fe2wB%2Fn7fFm%2Fg%3D%3D&trk=flagship3_search_srp_jobs
Relativity Space,Mechanical Engineer II,"Cape Canaveral, FL (On-site)",1 school alum works here,https://www.linkedin.com/jobs/view/3644286569/?eBP=CwEAAAGKOZENnF6QLEHNSSug4KSfa4eKlAo9TX91JjgRg31SIqeig1-3OLVXKxB7355Ia_hKiz62vzO-btoAejsPjMQg92XoXlGRlkKP5Qkreu9Ke8FIMNthLXgP7L0KIPjBrDcM5YHRwac0xn0fGHTocP44-LUaHUnOeQYkeaMmjE_5-WP7SP60ZA5mi3vQJnpw9mf-bXMkXdljfxHNK_pThLXLLh7DQZOdClfSZrPBXclGrV7i1Mo9ZeCx7Pr7dtve7H3keHavYHwA5TgJuzQ-trnvTIPhmBG8gX-jK3-Le53eomPwtIH6hGQxadyudGeBKQsiy1oiN9B-y9R12EVU1xeqn7vsBkf1sVaaKgRT6odKFbbQ87GCX9PnePDTtNj1kdck2HUu&refId=9A9NOYHdmnBCwqMC1DW89g%3D%3D&trackingId=qZuV%2FaW7muPX3%2BgifWhbWw%3D%3D&trk=flagship3_search_srp_jobs
NVIDIA,MGX Product Manager,"Santa Clara, CA",51 school alumni work here,https://www.linkedin.com/jobs/view/3644426231/?eBP=CwEAAAGKOZENnIYQu9VxK11dP4uGm3eHGcxnQAn_g3e-hqmjc-RVL9jtRFWXNLNSHkIjPzDaer0B-xDjO6Ql6PJQTfh0qbupsvl5mktXzG99UOtLzcY9WGZjIQ1VA2c49oUlrNz7OjAlJhXcVp13WW8FaNXKZOYGZR1fU00rwEh3FIBZ6w7j2vTATlyeJ8v-gex02poOCmtY_tAMR-fl2kfYE5zFbLoPS0iB2GvvXVcYm1YX2rx2KxD8VhJK0BltuLqopXZMoONCIUOd5QTHPFl3A_qA1__GURGmTtpTJoa5ZdcqT4shMMlrsv1jCWtJmn4_nJRNd62wwalfffUppARVNmujkhp42u0uH3S9XgSprgdwD3T2mcbGvGwq6qAD9pGtrIsgsEEb&refId=9A9NOYHdmnBCwqMC1DW89g%3D%3D&trackingId=k4JM4F3uqM9cAHxkoa3Wbw%3D%3D&trk=flagship3_search_srp_jobs
Revolut,Regulatory Compliance Manager - US Compliance Analytics,United States (Remote),4 school alumni work here,https://www.linkedin.com/jobs/view/3639964725/?eBP=CwEAAAGKOZENnKkaa8Ghn8eEa1CqsUQjdsdWey37ikD30W818p3vmtjFkQ7mV7ROKOcqKFf3R12HExBdjgZfrCIQffwyvg2O1HIiuoEvKg2Cl0wzgVvY5L2uYwRA0wU7rkvSqxsZPnXqpky-CqnWIfSZtD6JFx7LW1wf2A5vNUDQ8gjD0sJ4mvNV_iU36A3Ko77nawHXAoxusIO8XKZFzup1qf6XkaSwELHzTc_9JlSINxiGnWR0JKpr8py-72N-qDHvaobxglollUZKJdBjJkbN_4K9--MV1JqL3c1OqrDsYjks5L1dUyeBsR_ZgklS-DVvkUhsu6XzQHb8RKN8rEMC4zZHKV-hNigT0FjT746K-Vh-Wgi9Ja6boTwkQkPExkfqkf0pnvWX&refId=9A9NOYHdmnBCwqMC1DW89g%3D%3D&trackingId=WryH8FDyzRujqGfwHRywtQ%3D%3D&trk=flagship3_search_srp_jobs
Chartboost,"Senior Data Scientist, Pricing Models",United States (Remote),,https://www.linkedin.com/jobs/view/3599310302/?eBP=CwEAAAGKOZENnEvGk3PiXRxDyeKknTM0f7TvW1v3Zo1slSWw40zh6YuiScSAw7ufbz5wVWEj5TVoNYqWhvb5lKksntCR546DjlKkeAkiVU4wsdw5VoYncbO3AuX5SYBqBN4AodTGBM3tRgnwZYHTBNxyP-ils5O54N5Lgzlp_8aF9i_dmq0oeFRP3UBfi5u-QI8ssdiS-1l8utpxD2X6LbLvRie8marX6lNRcumPXo7dgwjYj58h7yyFRqrCSVU-XAQ2hK-Yj92xLMjaZvKp6JOGAwcwqguznct-khkUjxiTiGJsa7_Evj3ODfJi8Qv7ZUrZNPrHWC62SO7USJE5-EQ5Ub-Odq1aRUQy1c_0C6m3ApaBOF1vpsuZ_GtjeqFVZwssgKTdBcUK&refId=9A9NOYHdmnBCwqMC1DW89g%3D%3D&trackingId=R6dr3%2BsIOgij%2FfWDOnyHsw%3D%3D&trk=flagship3_search_srp_jobs
Morrison Hershfield,Mechanical Commissioning Engineer,"Falls Church, VA (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3579907823/?eBP=CwEAAAGKOZEiueadCqkpJBHRguX0LKycmMwoBWtvG3BcrM-ZpdKJv53Trzx_OeX_9QtEpZbC1QUSBqzU42DRsSVGvlGzS44A9TceE0FfpleDv3YY1Vbn1a5JK7pqtxZ9oOe_FPqruh9H3aTv90CgGjz80Z8-bUwNL2A7rJPQ1QkIe-fg3PJjJVO_Ijw36IZI5LvcDrYN-SwKQEKqekKc9JA01RTR5eE_VGBczlsWORFBySqBgL3r6SS6XENJlAo3Ig6hHD-FTtrJ51dfJeL9Rr6c87I0XuYLtmQfFR7NCegV_wvxGgqayBxTG3xmGgljFlsV-C3DZKPgfiJ3ThojAzfiXzasCZ-pVb0ndyQntyJhMtEltcdrKDtjPW8Hcq2d895kaGjRbg&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=i2n57efjT8F5w8PE9zmgrQ%3D%3D&trk=flagship3_search_srp_jobs
Kairos Power,Senior Licensing Engineer,"Albuquerque, NM (On-site)",2 school alumni work here,https://www.linkedin.com/jobs/view/3516757477/?eBP=CwEAAAGKOZEiuUUZLR_AhCVIdkZTTZ8oD-TjCCyoOrtJ5qbF_vIwBYsIzgyYMJD_vZka5R1xRFIEysO4wowyQJLIBb6Oxf5nHzD8iaR9WnOTOcKw1cU2KBh8ni_h8Yar33OMJlAjClzzFcLVL7RMwrlbsIYBrMdv88PSOaJ1HCGZrbh2jljkA64yFfRpeHD8SmBYMfdS14r_5AGstO5XPSFOFtqoM28OHQRCmxynYyYdIoFK4za6R-51AzMbGDZgqj6ECbNtp0viY4VYhmQ6ePmwzkPy_B65F6KACm_77dhxTDoAe49Ifft7wBjVONbowfhIU-a3MO3BGL_GQUVxIrDDlu-AJTZgxMgbNlrv0Q-P-YM-D37Je3M4heZNT8FYqQr7BzllIQ&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=7j5y%2FOsGjGHwqyVllOIDpA%3D%3D&trk=flagship3_search_srp_jobs
Discover Financial Services,Senior Associate Application Engineer,"Riverwoods, IL (On-site)",8 school alumni work here,https://www.linkedin.com/jobs/view/3689270737/?eBP=CwEAAAGKOZEiufhQnJyI2p_sEl9gptI3nLUcTfa3cqNpnIKpAdsay5NtT7Y-4UZEa-XPgAWJaI0vmzRRYkKBR4QjdQHs5SGtaMxSIeYlNQocF3M4jr1z9eb2tt8Jfr7SXB7xfAVKmuHACDERuzl7FWzkUnnZckYJJsxG2Wmjua6014yppIGW6OZixdoSg5YvPdIjEUpw5-iAS3P-_oVhzVsVVj6xoKJBVCuE1dXstmdwyecZoRWci_iCXnt7qLuTylrXDNaFffYc8PnKCMK_IIEz_Yce-ToB0ovAmT2fva7DaNCcLgFSTv_eSZ5XXYvhxDDaopg-MUWbbRoNINFJ2E8eF9CIkFxQ3njiCTFD3mpPWUEZ_FXs9uXesgMxKAdk2hJJYLKIEg&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=WXpMQCSVv5D%2FWB%2FDnLQ%2Bfg%3D%3D&trk=flagship3_search_srp_jobs
Accenture Federal Services,Federal - Discovery Analyst/Network Analyst,"Windsor Mill, MD",8 school alumni work here,https://www.linkedin.com/jobs/view/3604193183/?eBP=CwEAAAGKOZEiuXIjVekXxCoaLSb3KSpj66Cj9e2jEKJinwlW4HAl3vSgVUlg4hKeqApBcXWDaf1Tk_TZYfJz6vu6KE_JcQOYfxHpfCOTHQp5uxt-ySu71RXuxg-qgu8KY__7_VpXcGrafOK2bHJag5VhJcKAgcN8u5WZTLdO-sbWbcMvBZ3TjQ25RABxo6AeU1cJIW5FpSSjGVCWcEhhFRKHeci8hDK__h3nGOaXYWUQfBqbS4poBv8ki3cl6yTBSzXs0ykHb4lwhzVs6MStAIeLEKbqYnXiFgnOIqVAQ1hW1-rv1Sy92eev7jbMovpHvUjzYJQ-BciZsAZyQM3NDvthtOdBSnymnqWyUukocPwN_usF1iRzXb5qkL_v51QKDSWuQhH_NHYo&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=ciG9pdYjOC0HFZi9gxDz0g%3D%3D&trk=flagship3_search_srp_jobs
Accenture Federal Services,Developer/Operator,"Silver Spring, MD (On-site)",8 school alumni work here,https://www.linkedin.com/jobs/view/3623573056/?eBP=CwEAAAGKOZEiubC-N6CiGRgQl-It-8rRjtSsoqkxwNZe0Qs7_ETSvTkPzLu9Vj0Ur1E19COojq2Fudf-iNitnMmDayQVznzcjJmEUoOdfMXbYfsVc-mFaLN4nOcbmqWzJLpIuYBe5FxC7tiyxuGR5eBwRASyH0DoJMrdvHawbD05vGS2tDZCf_Lo5MSNQ4uAz3aw5o7tRXHqaCffrX3zAjfNx3zYbVr9JEipnoMoQ7Pfj-v9NxRepPDuguKhWSyqWSKdY7WqRjKgwWyEDYKpm0PZw8EkeNbjVxgIyI8UjObrxhUM8vSVaWVYEJqePFCr6AgrPQ8jLg6wXtJY0acevev5u5fF2_F7wmm1cfFA2bF2r3AkdQMtCReCD8h4WsCZ1WD-2SgbUNw2&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=Wkd9YBIWylfqHJOrDpbdtA%3D%3D&trk=flagship3_search_srp_jobs
Expedia Group,HR Solutions Architect,"Austin, TX (Hybrid)",16 school alumni work here,https://www.linkedin.com/jobs/view/3686964620/?eBP=CwEAAAGKOZEiucgPcCW_OHeumXOJ_BBtTJ-oXEmSap8YiWAKP5N-QonofzJOos3rQ71DxYpxAPl_EscIMl7XTO9nFKi0SNTauCHFq8SbX6VEf-CmmrALv-JOLj1Nn5E0wY0TOlbfJWY4fNJZ1dJVhqOsNXvhOOryg_5BQvPb0oF3VD8h7PRKnoDoJ4aR8XSPpkSvnakhOQ1LygvHtLRGz6sLW2zZTDncEvkY2EMv-M4MiMiyzSpxSBPa4uoDURk66g6cpURmDkIeXQRnZ5Tz41_51DJBw-g0yunr2UJhAIbU0J23EJR6YVGWweIAdDW5pt5KBPT67TnjfSzAMP_BN8atZrwYBMlpuiRLmUqR04WrR-EhO7SpB5dE3DNdmpb6U9x9Nd7YKg&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=Per9JqNL37neD0VCf8vB5Q%3D%3D&trk=flagship3_search_srp_jobs
MediaNews Group,"Engineer, Database Administrator",Pueblo-Cañon City Area,3 school alumni work here,https://www.linkedin.com/jobs/view/3665963199/?eBP=CwEAAAGKOZEiuQEsDetZ2M5wGAEbWvu0BgXtkKDgnRbKuf8hAHIChMPqEW1sfXIqpsAfi6F49kM0ypXrQJivzw6FfXAJT0f4sUE2nK4XNOdGwsLkpHX0AOmdNSNWwrDOBF-B8IGONnYMNaTjX886FciO4cWJl4pEPOmBIPN1_vvasqUyS-KGfTXh1smlHDdO3wL3nXjBxuxGAC7RjSouuG2VZ4QMxR3nzdziYlhqKjRZEPtMP7V2MHchi2utkXYEMun2NyfmDDH2u53TP2N-XGFEP5blwoI-h0jTf9gAUAztugw_2jjhclp-cxWqo0-PXhU2N27NyUzY4kApNMl1taIJo2x9K06gv04iW2jXBhjnHz41Eea9iho1IB8ivlFjs9_arUY85u6y&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=AgF4SsHwn3jnwqwfySu3Ug%3D%3D&trk=flagship3_search_srp_jobs
Boston Consulting Group (BCG),"Expert Consultant, Project Leader - B2B Marketing","Nashville, TN",Your profile matches this job,https://www.linkedin.com/jobs/view/3598888323/?eBP=CwEAAAGKOZEiubteDyN5nzjWuO_B893hIgSHjEyClubUUNwfLgNbK3TRSmXfo-LhW2zzrK4_euQUFlm-Z13iSpEdUklkfn6KdSlqY_vYTrzxHpzX5zXWYh8CklU_kj8j5DMjTiVCigWmVmlo8z8I2LF2ewJh0e7qpc9yICUP0bsturf3N2Hs0UgpRYOXWrmSK9OgSuGeezgD2OQSHim70xMaI859S-sMgZDqA0rmXf16JfWbNCiNPTTlteS7Bj0lx7WGH2AKw14etygW5Yktw8GvpgAwyy7-xrBt9iTudPpJwsrqQlHWebYyCtnemS6ZHmqjB1SvxQpMNUIYNSiEzysllC_JtTu8YSaSK6zXIXLBcVzFkPR9kT1H898pTnOV_8cv8NC2lw&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=F%2B8VHNpWpMnexckGFnHRcQ%3D%3D&trk=flagship3_search_srp_jobs
Boston Consulting Group (BCG),"Expert Consultant, Project Leader - B2B Marketing","Houston, TX",Your profile matches this job,https://www.linkedin.com/jobs/view/3598894463/?eBP=CwEAAAGKOZEiuZ7LKNoeZ0zL2HX9YPm6QcICsPAU66jZuzcvM-M8JID39Q8IhJh_UTBkGQzplINyW5MjgkPVcBYWbwxRAix-O8kUcrTLMZ2ND6e8oPmSFv8itHNbQQA8-r-xXDFXqevxOE9VEziFvWhZ6xKCKfTKuUr06BwebYVPGbh8Rn35rsognhdFt1AYaNStra_LxqtDo2ncpBEYzESYTLVt8BrR2DDPzqOCwJO0j8XuKQArAFtabSEEQV-nN-nEabzmlVgxkG1nycCqIvc0z5PI3g5MhKgDKiRGyJhz8tVZNziwhYMMQLzu7Fd3K-yXh3_uEIU_4cQKjNaEYHCVfgbCxbGfkyyi7HhKvQQa1Rx3GJ66xwELY7iAsiZKISEfj_Do_lJ2&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=74ypOYGXMXOoD5jTwVkPsg%3D%3D&trk=flagship3_search_srp_jobs
Boston Consulting Group (BCG),"Expert Consultant, Project Leader - B2B Marketing","Dallas, TX",Your profile matches this job,https://www.linkedin.com/jobs/view/3598890183/?eBP=CwEAAAGKOZEiueHXue8MepXLKVQS1nvzH5kZwJeeE1-T5LhXbTgkH_V-ew9vKNwW0qo7-L4b40zHqtAYega3FXUWtSgF4immNALFDxdtWLsSVvdaqeNkwn0jeHThGSMpLIHA33jK5tQFEa-tVYf1ShoKcAp7ogjhD23Z9FrNzt9qyoeot2pbm3ijKqVgVu99O07t9p8PgUpHoLTmP4TIwki4m8NnejM8gAORhyYM92VRVffaiUr7AuAWOvwKGpkq4jVaPnOn_xW_HzYEzEhkcbOsLpBJooJDfT-E3dpdw4IGYWiw9J6mB49XJ9dkmJqnD_Z3KtxV3CQYRmbLLjk1DqEFPPuoxjFMko_fY1-4Na_zLVNbKHTlJGQSgi29PUoj7YkOWqFx0w&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=cmpbCokLDffZFL4FnEfXAw%3D%3D&trk=flagship3_search_srp_jobs
Boston Consulting Group (BCG),"Expert Consultant, Project Leader - B2B Marketing","Austin, TX",Your profile matches this job,https://www.linkedin.com/jobs/view/3598894317/?eBP=CwEAAAGKOZEiuaeQOowRLQl0xFfYhZsG970oTRgklG5z3EEi6SWp9f_r54_APdYnz2W868L7fDqRBIYImz641m1b_gCh3zoDVF2yxCoNVR9FELFRNlcwoixYLKRYgMyble8uDkWyz0AjRreBncbHthocmc7z8IANFjUb6ISoNMj7GFmXwAnV09FtjegzklFLatm3lPAHQcHEVUDDfB950yIv_Ll6jMesepKLZtC8qDzagVDKAraccy77TEPMIOG9QXXr0XrSj8LehL7rvSyAZ7pmqdHuzaXL90ZcjVrb6_ObUC--YxYRDB6GLFZzVWRgBId5JAogdOjubr8I0FFPYrw057FNmUskT9YbE6Wj3b5g_SEjeiUF2EggvbJhsin2kBmMUU1cPw&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=%2FdJFWVwiypmyGo3d%2B6xgbA%3D%3D&trk=flagship3_search_srp_jobs
Expedia Group,HR Solutions Architect,"Seattle, WA (Hybrid)",16 school alumni work here,https://www.linkedin.com/jobs/view/3686966470/?eBP=CwEAAAGKOZEiuUbHw_Gb9KXuPoJCmivGsdzVE4t9TdTgzjZt3ax1ufzYwLSgljbhU267NtDqTGqAQ7MiBNICGnxfg1zi-XkK1bzgmueGynaNiHbhZh4QX3z7PjEHqxdAhqGf0QwbchMePmn2r4qsUZVjSNeLTWIKZMqcHHCVEb5VYwaaNeKNY6Ppt_aXEtvc6bJ0U7xM-3Emv9JqjjoPHqcRXss5Qf3V3BAY9PDfPQtGw4L6OuvGsc98-XNkAqhRWqUyn21V57HVHtzOyH0e1hmKZUnES2enuVPEM6spp8JBmClsK2g_x1r_N2dPYoc2WKgbUkpU8bg_fOS49Ym04ssuC9MiayrywFlpodOpZK3WXAgSuDVztYxscLqvSI8u49wRQ31e1g&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=D6fcnxFprfhFiVy1PmYgog%3D%3D&trk=flagship3_search_srp_jobs
Pattern Energy Group,Systems Administrator,Greater Houston (Hybrid),3 school alumni work here,https://www.linkedin.com/jobs/view/3542485729/?eBP=CwEAAAGKOZEiurteRzCyMQjwkMPnYeQNhix9IEOyzkg-dP5UnThH_6ED5nb5DPptXAcVcfXao9mrYu7VrKiW2ZVDKHX4_nBAA515tOJn9Mg_c8X0ew6OYNrrGNYcOE6oyVkNY29B5E7QbQWeBH-om3BAZNB0zKlMn0C9ux4dp6g_xY24xP4jAUveqKw1DWe95aVVjGvqFpuz-3I8gNmeHDIsIb6_KxeHT797l0LX0PNeJnuI5IGLTiARjAMi3-fRnknW2MuWX-qdmumfogYQ-nRTWoiywZ7aYkCk-s3MfnpwxWehjWzbEK6oWmatn-OVLqp7ZCFWqD0pUq848SLIswuSwpqdQGBXMEeQqaklCKAq1FtCTStR40fSR7aIaMLFQb2b9u8o4A&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=WGMULxHzd4DcTZs0fVzHgg%3D%3D&trk=flagship3_search_srp_jobs
Boston Consulting Group (BCG),"Expert Consultant, Project Leader - B2B Marketing","Miami, FL",Your profile matches this job,https://www.linkedin.com/jobs/view/3598894323/?eBP=CwEAAAGKOZEiuiz9ceph8nahpKmlwlP5PgAZf-TnFbS5csMlf5LbtjZIRMfn2wAdnpiFewuLkCjHNYaMmLs2yR9GZZqoWRqt7-ltcMDXWWnorS7YmycGzxkRA6BVe--GvTOo2JEE-_xEYqW6EgIuxOd2T26EQt7AEVvxgLhM4QUooulrQy7q_sL0VHKS7Wn8ql_ydCfyR_JzUCPs8TQnNiw4Fk6kFhZI6wOTRIB7OLQU6DlbxHiU9T9zqhsqxvZxs9jZ5egUBcYKDFOBEaY5zch2PbboZY2A0-Anla3cOJjCa2wJSd19W8foqg2hb2riRuElc5n4Y3r5qEAr59cFVozdLFs35U3B0OVCMgr6C1DNL5cUvpuq7-EQjTbvWRnbkrUzmxUe2w&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=gzbqSEEcPdBXMY47ryHN3w%3D%3D&trk=flagship3_search_srp_jobs
Boston Consulting Group (BCG),"Expert Consultant, Project Leader - B2B Marketing","Chicago, IL",Your profile matches this job,https://www.linkedin.com/jobs/view/3598894318/?eBP=CwEAAAGKOZEiutzbCsZ2CHdalpMCC_UfEdWEOO_2oW_ITotRE_3Nn0P1MeGwgxMhUFHMaYoltXsixt_U_CPlWfApYcYvwGfvW0-apCi0957gUakvPF6TxOwzFFRlYhq4dRWZFWSgJoKGgGF8hRYQNRb91SMwG29GA69tS69cO6hXlrtTchltMQTx5o87BoF4FJBvgEMNbgHbVY3v4z16R4rECvRmZuQGHYYMVNLlT8jai63yZh9xrIHbH7MuWoRntJHonkVlML0KUCz3uIiZHAe-_NYANugDr1uasjXpCLF0xa7S-Ts9kPQQg9AgOTqMCcBiXjD1ycoCt0Eg_E6-N1rlpX9Jh5sGqPtdz62-0ug2CH5pIop3Bb3mpZiGgLZZfhL05jSl0hur&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=r2%2BHOkvUUYrE27jYvw99rA%3D%3D&trk=flagship3_search_srp_jobs
Blue Shield of California,"Program Manager Clinical, Consultant","California, United States (Hybrid)",4 school alumni work here,https://www.linkedin.com/jobs/view/3548726972/?eBP=CwEAAAGKOZEiugEG6U9JF4SmLdQ3q7XX_TZrjO_OqHf-GqtmJmt0gqUYhpyUx5scPxzK6aOa2gufqjivvOB6GH26SXjpOzsWLfWbrSHkn7qP3F6x_EHCRLB7qDtoMc3Xs-zO5jsuUlnotnSzGcaIIpagJnR8GIqu1dziWpo78mkWItdL3yI6qHSPmE9uiCF17e8okXn_Q32nWojn9mdT-8UJWpFitckcWsspOKyJCTtrJ_IrJVTNXKDxDl47FBKug6qOZjABgZnSADA-QVWEDDtgifZXFiv_AQzI9V9SqcgL3tQz1dTiANtZrzO43ffgxwfdgP0-65LaQ-rLlEjx8QksFajizIWq5mzdCq-lO6nTZ9Z_zDEeKxyWysga9uwVM-cDGwL8Fizx&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=Jjs2RqHvbIYEIQBuWMlY7A%3D%3D&trk=flagship3_search_srp_jobs
PeopleCaddie,Network Engineer,"Chicago, IL (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3603823293/?eBP=CwEAAAGKOZEiusgAiofVq9NckMO2h1f81Lt_s6hif_yztzT-PNJjs790PTusbJ0m7Zc5exWZpC3B_dB6yjc471pqCYy-fo81FpnnwVa_POUAKJqHTWtSIZjFlOUN-dbYIgroLTQ-qy9Dz_OdbmL7y32KjO0DjULAHZ1xjnfq3iwVwTfg02SMxdYn_sagiczrHtR6sKlmKJ2PN2tBUzAXjTXh_YLyRmlHqFgPLm34ASXDufMzl2cISwDExelGaL_We374DmV5x4BWjOfVNxOPIH38UKTzqW8kjGjPwE0YEbv_Hiq9EfPsidR5S4ELNuaqZiMZFUl0-4JOVlbNwVjcuTnuTLIzfbtu16pUumxIjrhfz7MedEfaGC3_7Ob2rCPJskAUXEaCI16G&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=SCIFfE7SzrpTGXV%2BZL7gdA%3D%3D&trk=flagship3_search_srp_jobs
General Atomics,Senior Satellite Systems Engineer,"Englewood, CO (On-site)",2 school alumni work here,https://www.linkedin.com/jobs/view/3540163450/?eBP=CwEAAAGKOZEiuic7rP0QzG9USPZcs7OAKmu6s4pJ-ffmq38u9uE2cmp444BioZ6irqOH0j-coDCHAN4Nd5QdBMhbKUtODf0DFETDX8LhI2Iw-AlKYGKJR_S27YUC6fXgTpbNg32YgpfzrkVtHwcrvzWQxSbOJrZfmq_IVsIluKwcf3IqJ-OUxq8yp0cvImpprsbrbdbl-H8PuyGoeiPGebfVsD-_t4Knrjset6JknJTdnB1mh04nCoRBW4_xCSrx6rPUdaQ1en9H2BaCTjDd6msfiY43CCK6TX1f020pDcZE-rGoUqGF6pInSOjaVlNUBqYwCFwbIEpNceUVc3oYIacAxiK8LYg3c65Bhd-wbl1LAWiZBHNRh7l9nDRxeZYfWhNXLAxb2lCw&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=mbfB%2FtBh7ehS2WIxFqkRFQ%3D%3D&trk=flagship3_search_srp_jobs
Tesla,"Thermal Engineer, Vehicle Engineering","Fremont, CA",46 school alumni work here,https://www.linkedin.com/jobs/view/3676494157/?eBP=CwEAAAGKOZEium73pFyGdS2riD1xEy25xk78RnK0ia5nyvO3dh-EiUEPI5dIwH8VtjT0_l9NZjSI3kn2IW_gkg7muf0QKy7p5wK7kSE5A_QeuB-juWwgzMG-qSLYscXiQp-wKZpcxg_gXa2Q6yfwaXO-8vIezJavzB6_D9PPJZUicBhTZKLhPhZJnGBLn-xBnXPMJ5jlDCPT591pg6Px3QfJd4L9f89YAhl0HRn2DiF3qqVCZkxZwfZHKDgaUq9tU-QEOh7squoaKDHif_PJiOoMttDJzmGEfQN_l6l3oXoG3aaxjkVaowPCoLBvkoJqsjmEcKO_8bJLWYfBiw2A1h4kYIYwAIB2uLFHlP1p2aUrdhRIwTU5MYZtilTgN9HE_Va2Gyeey75g&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=F7SPwfwAad07FA1heSImdg%3D%3D&trk=flagship3_search_srp_jobs
