Company,Job Title,Location,Actively Recruiting Indicator,LI Job Post URL
Brooks Running,Footwear Material Developer II,"Seattle, WA (Hybrid)",3 school alumni work here,https://www.linkedin.com/jobs/view/3578352821/?eBP=CwEAAAGKOZEiusXtuV540DDmCqchL9K4QtypbBiGZxDA8tCGQtxhcW8p36iTFafk0yVEy93NSfwRI5XGJE523kOUBkCGOkQpyarA6fTxJb2ztHHbsowdgCeeBNuZnHVZvOdLd6Wz3AqopyO5g2H8LBixxiofKbPIGo7BZIPAMzO0a3ZhQ-3mFWjguJ2LVVWVnuWHrHWNMblRzOX2xSpWSApCecwKWvEKyG5iFsa0XE2Rm1LrxFFFTDz91-4Oeoch8DZZRxA6pt1OoIOg-255IpIfuBVpYgiDTj8IAxugS8HFWL6wHJpSz8tfKhqsLhg7aEFJ0OIxS5blGs6K036as7EIl3K9doCfKkcVaWe9S_CXFe_8dWP3HRlnbUdbL9SWodEbsOCUfRAs&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=wjvh7QO3VxQDZ8e%2FRClXoQ%3D%3D&trk=flagship3_search_srp_jobs
Peloton Interactive,"Lead Data Scientist, Product Analytics","New York, NY",7 school alumni work here,https://www.linkedin.com/jobs/view/3643996645/?eBP=CwEAAAGKOZEiull-MpBxNoJ4fQrCXisvGLKJS3t1csWkzUuGnLZ8-oep8Soy4yDJxPlKUuYAsk_4sRGiGcZkEmcfBJS_FZCvGeDV6EQUHphymXZrNSz0oFICrU9-tIjU75v0D3Pxt6YBMvd-34J80RhAaXzxo-oXRZIzh2CWy8ZUsO5tuzLayfP4UeYqe65Nm8IOZcoNHDNxy1nHSp-umjf5irm5U5PSovwERa09VQjFjdJqPakNtWqAaTtRLqQVEjDHZEeJq0sQgVVIvZjhAdTJ_uCzLBjdDrqcTV9Yw9UKi49TAOM817OWmLtgE9k89PIglZHzKYomJ1XCKuYaCERZ1Z8NHB0DpQ4WuVbJXClecrqzCKYur2SLv2-kLRb84gvdE_x7nQ&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=8Vq4hDY%2FktIQXtRKk%2BfCWQ%3D%3D&trk=flagship3_search_srp_jobs
Accenture Federal Services,Research Scientist,"Annapolis Junction, MD (On-site)",8 school alumni work here,https://www.linkedin.com/jobs/view/3682227287/?eBP=CwEAAAGKOZEiumh-Ep4apLInPHK2ys-cd-Aj8QqvHG7wrZ8Uv9gitxE-OdOi-lsCRluAZARFkws_LytsaADd2EKh00xSruWKPoMj4Hhht2X0s_HJPSb24TsRqacGDTlQ3dv7Nk96RAUvg-w3CTZs5fyTNfmrP6MnWVTVRdILFI9xFHy85E9Bq_qWWoXDT9yS8rjg_7gjiwsJixM0uSYic7jGq_uYNyHOpJ3ViX39BXYZkLZs4VHK3Q0MW5X_3Mc4EY0MsnMLPAfJZPS0jQiVqxadzrHO4Xj8A8FdOTr7vzChkx3-RUSFrleKRGhl6bqpJFto59JK_EAKjYKKkIU2Qt7tmaSPzeI1HQbv9hIvAbCywOP5u5BmVnXlOT7BJ_dfEnRu6L57CT9Q&refId=PUOu6RCW1c84Am8vk6fkxQ%3D%3D&trackingId=TDcWuAMJAC%2FWNcqLgnE8yg%3D%3D&trk=flagship3_search_srp_jobs
Granite Construction,Project Engineer III - LAX,"Los Angeles, CA (On-site)",2 school alumni work here,https://www.linkedin.com/jobs/view/3580002061/?eBP=CwEAAAGKOZE39ZPM06cLmEuBoUVzn2Krel_leHxTTr5Fw8xsmOtHB5mQOhOrK5o2D1GzP6Zj44EqYttYGGitvtQFtgchbZ0w_CEMdtdGXghAkaZHnxLYFbhJKSjsSt3g5aV8cG1GyXM-k54vm6fv2wk_MPE5P6LGg3OFePd5bS8wQrcrYw0bdi49HMekum4Fh6teZ0r6Ic84aBNLPgJvzHqcXkffMes-eAE0BhttPFtUBLPsejYpdcfowmZVQ1aSqMDRgUzNT83owJXBhJjCBuhiqjtkGACbwy6yh1YFtSUSp8As_Mbl8iDXFzKDbPOr4frckJPDzPx3ZF6TWE7NOQ1tKC6kVXLfvPp0RcCMJ_42_ptkDL9ROnS9eLWgr_qGB1WpakKfPg&refId=eK3LUSoqKQ9DttoKuogj1g%3D%3D&trackingId=KRmKXWbYE5A1KU4sP0dLdA%3D%3D&trk=flagship3_search_srp_jobs
Databricks,Resident Solutions Architect,"Philadelphia, PA",14 school alumni work here,https://www.linkedin.com/jobs/view/3666091030/?eBP=CwEAAAGKOZE39a2mIlMUHkT5aPf4sHU38bUPtUyKD0cW18OKge1rFsii4gHh--xn_zXgGHfwpG4KanNZwS86WLvsJRNloNvY18yNvfquqypsJKkWZD88nnbkW4OKaqLXvMKwRllJLqOJU4XU7TrPZWBJIIAOS4FMniq3ZXEC0NCO_iApMPIscen3c7L6-n2j2lAfHVp0vVlmg1zw5zK0yx9SQY9oSnVcd55YKxB9dWtLOobYViukxuLRn2JeEyGUlClfJYqqrfrSEIwwEaRL01Z2pxMMNo03nYYJ0utBP4Y5I8RNJhkykReEqctGONQtG6EMTN-AFedROdxO3CsRs0KZti5zh1seZrwPEcGoGswly-g1Hu8yI5dwVRwjsWHStrvQtVyvvuiS&refId=eK3LUSoqKQ9DttoKuogj1g%3D%3D&trackingId=fppxAOk46QXGx3bh%2Fyrd3A%3D%3D&trk=flagship3_search_srp_jobs
BLUE ORIGIN,Fluids Test Engineer - Lunar Transportation,"Seattle, WA (On-site)",10 school alumni work here,https://www.linkedin.com/jobs/view/3624348193/?eBP=CwEAAAGKOZE39duROztoluS4o_qCCbybD1svfv0ok0imyowu9F6DhhBEPdWj_PqzVwXCBJbDs5MDw3koCfA857Sw79CWhZtgw3vYLVMEGH8_TVQLWAAnrnkqoNzMB35Z65VYn7_MdOf-wElY3XPxJMJn2cy_Q986Lw9xJ2HN_z-LSQdRBJ5INHhF-gPwZ8ArX7V1s3ppjldCiRPXxtzu2XZXeNmetiBT7joJnNsMUb5OXly5ZiTx3b0OqkDZBTXWGCnxvJJe9tXeQJAggwNtbNhNZjcqTzEI-yF8BeskoLRyrNNHXMEUJmaWoOOcRUJq-Wy54vpDGvjjEDssLQ3NzA_Uxs8b0N1p8XQWoTbnQ0CJl99so0ZDGCoewvvym-rEgkElJodFln0d&refId=eK3LUSoqKQ9DttoKuogj1g%3D%3D&trackingId=BfPrKRhWMAO6jx1tqOk23Q%3D%3D&trk=flagship3_search_srp_jobs
Flatiron Construction,Project Engineer (Mechanical),"San Leandro, CA",1 school alum works here,https://www.linkedin.com/jobs/view/3666077237/?eBP=CwEAAAGKOZE39V8JdHuZhoVKrYIGqOnHeu2iR_YIHYQ9SkOpI69hfdCcBl3v1p6XBZY832ZHpfsedkGrT_2M4mvkFntLC8CjO6H56d6Xlz3iP_i1Z2FKl54h0sm37UWZOpS9ABFgOJYRIYbjAPSGj6viGE7e0voSkOQkK92dwr-yj2Cp6CDEMdamsdym96ovGcHNHFzvoNH0fo8HQo6pnDGXobCIyeRdYOcCtn6KHzns56ePi9BnTcrfzdQKrLWzg-6cM6fw9YoeNC8qZNX0coePEQ1Vc0OZTMbXRozcr7Ky816JSHng1OphSrVASVp8x6Hr1B0rOUUiI5dXbaFCJWequTnXMCw0uIWTUTZXefTegXiTmIu21SwuvbrBUxhjEefZIFLhpv1h&refId=eK3LUSoqKQ9DttoKuogj1g%3D%3D&trackingId=I6Cn48FLicSdf442uTQ8uA%3D%3D&trk=flagship3_search_srp_jobs
Boston Consulting Group (BCG),"Expert Consultant, Project Leader - B2B Marketing","Raleigh, NC",Your profile matches this job,https://www.linkedin.com/jobs/view/3598890210/?eBP=CwEAAAGKOZE39rK0s1glb_-h5F2m444bMDTduo1EzW3Zwt0hrxBItCGm-yh68z2SNTBrJTFyJqdQReZ4zK6-xZ8UldPZ1yH8I8AyPm9C91R3Gzx1YrERAfOXlA-eW42ZwjLnr2GbovZF8uy7Fb8IAux4b6YGPk6nl53Cz_CHnJ1LSwFq-2OmGqZQhT2GNwqI4CDiySxrXNXkD_S7PtJ_ZnCVKUU4Y9acVF2V2Rx-PSwHVn32WTv2kpXtfrMvgg8QfaPqYqrk7U1Ewf4418uDtaP-7F2TMG4L4xbSJmramf6lo-Tojp4iX32swan9rrc4GH6GpQiZkAIrrfEcpDYvPqA3LzSwttYaHa6ceJe0S7h50zTFl1AEpwDEijqZR3UmHlyM4MmOulka&refId=eK3LUSoqKQ9DttoKuogj1g%3D%3D&trackingId=jMRnwz21B5KiOT9P%2BNqm9A%3D%3D&trk=flagship3_search_srp_jobs
Accenture Federal Services,Federal - Data Architect,"Milwaukee, WI (On-site)",8 school alumni work here,https://www.linkedin.com/jobs/view/3548758046/?eBP=CwEAAAGKOZE39oxlRgJENdrIeTScBlgRie3X1lWoC2Ma4Ws_VuZJ7rwAQ14wXkPmLyOOs7U-FzUYzexg4Et-O1rbs8WsPqFk7Vlc-fQsbKhY86oaME0q45YAx3IhUaAQtQ1u5Xnl38hTlcH9hhv_4LNhJ4JYfFuWot_fM-u3ss3RAf6LyGK7LJDYK4pKI9IeMJJ0yJvpBNNcS-sYC572shKdoM7jGSHvAjolJ4QjXgpt9N2LR2IvWBy2uVoKsMaGfCqASO9K_0VW8hGzfoCpj1ZuXPltnr6lRbeoOO5f3w9k9UOismksducuFi3MObrtZz8ZkP1L4fCfastI8LdPTfooTbTLRd9TtGhm-scAht-xwcUzD4zUKarAiM7SsJXpEDcijW2N-w&refId=eK3LUSoqKQ9DttoKuogj1g%3D%3D&trackingId=Lknn3rrz2rRrUwXZF4%2BEsw%3D%3D&trk=flagship3_search_srp_jobs
Databricks,Resident Solutions Architect,"Boston, MA",14 school alumni work here,https://www.linkedin.com/jobs/view/3666091031/?eBP=CwEAAAGKOZE39h0TOcVLxn5MkPwrgjcoyhTV2fLUYulprQ4Qqo-uJbvscKh9Gpq2Ht17QreNRff9IQYCHz3AqUSdDJId3wea9AWMDOLE_JPFP9fruHbg_BAJCI_4KybH9OXTW9dqQYSzGltGRpBUc4R889jQHVuEK2jkhZVfu7BSbiwZrhVz7s2xCPXoJjZ2ElaQwh4A872KjMRSVJH5syH7TN56mk1UB0QtrUDVlOommFcuMYOdoxrxfEjPJ5OzdaU01Mm--zHKbIZDWBOdei9fvHNRUIyIkEOBf331Wl01AAAjpfVR721k_vvJzQroAwkCWPTKOzOOP-feOWofm9xyoj5Y9KxaVH2lKgjrI6MpvuxvbThcFoUnS2Dv8w3BChxQ5FCXqvKy&refId=eK3LUSoqKQ9DttoKuogj1g%3D%3D&trackingId=7NKVJ1cyiP2EmODpLWN7DA%3D%3D&trk=flagship3_search_srp_jobs
Databricks,Resident Solutions Architect,"Baltimore, MD",14 school alumni work here,https://www.linkedin.com/jobs/view/3666088355/?eBP=CwEAAAGKOZE39msNO_C0PSIlK65so35ceOvJj6gpFig9LdNKGl05AFJwO8atndGH_CKUbeFgQQG3-Vh5VWnK8WN_fO16Y6BWjcilIbAz8zmyGWXg-xtvokHZGg9EYhuyjC038Sxolu7zfeEtoSWMpMO9i7Ln7qirLj9Pc6c7SC0D-aW7V8jVKE5R1mKettiusSvPDpYhDvqRDw33Qgz5_tyAVpZ7ikTRzxkIcqwtzkIRiOBuchG4jfrewA1lcOXG68PA9KeR9aR6akng31QZlxH3QIwZ5nkgpn1yPThgAy3Z1dkgwIbMtUFlcNduRr9E0H1T5t5oo7o1vkBnh7Hw22EBk5Oa1_lVRWPT4nuOxdGTbUy4Xo5bgw9ceox8KufinxPnSccu1pfT&refId=eK3LUSoqKQ9DttoKuogj1g%3D%3D&trackingId=0X98ep1MCxrnD69NyoSguQ%3D%3D&trk=flagship3_search_srp_jobs
"Woodward, Inc.",Supplier Development Engineer,"Santa Clarita, California, United States",1 school alum works here,https://www.linkedin.com/jobs/view/3613366525/?eBP=CwEAAAGKOZE39mxe6O7tgzBmaufnJBNPK2d9ebaCfnn0SSAzMpHfOb_s4BsUR-eFFNJVLzQWxF1Ow2CPrHzfiReQqpMc1Xh0CcvQTBQIjx-UcAZDo3Gkze6c3ycnwrbQv5t7ZVZHoTFSacC3leaXN99AxdYFlxbT8RfqrOYW6d8SZrGF4LmcZOQKHsGkhg13neHE1v1dQZSIkAHOU8PV2y3WI66GyXQoDTWGo39bW8k6Lwb552Vnnv1pdxUmfzy5dPHP8odO3R-8ulsye8z7Qk7YJOYNqtBYSv4cw54Tb5w3WIw8Pwn8khH-xBTZ53tAmTrMrUyAs0JG1JnYxeag548BfFmKA9D1xNhjq1G7DkFf6Mm4XKe51SUk4_IljsAVa70z4fd3cW-E&refId=eK3LUSoqKQ9DttoKuogj1g%3D%3D&trackingId=tnB5%2FTCqU7Oq56Y0bqedQw%3D%3D&trk=flagship3_search_srp_jobs
Origami Risk,Practice Leader Solution Architecture,United States (Remote),1 school alum works here,https://www.linkedin.com/jobs/view/3624847512/?eBP=CwEAAAGKOZE39kKKbk4TmLxzTktZzN3QlBKLGxEzlWsXvhOTksPdPRbJ95p3FJq1MMtDzRDuOh_H52xTft58kWMSMFYS_Rv1BXRkgTJkN8KvUTxfwqus_zqF5ziSh7NAG30VZQ5HJVh9D7OVCRevSvh-SEYfeR64ZzeZLLtgYPExGiHGxIT0oMGnoVE8iOO7h5tXq6sOsHAF1T2_k7vIkNcCoSViIoqgN_kHWQCxnZl3OafWXZrfdVyCHamk4PrEh2WpJbe5T_MChA4awjAKEF88NepuAaHhKxozFn1zqIRqZyR8msJhO-9SqWflDYor_BkqTYCviWX475w5rpcEP-8tnUnRsFY7FPXGrfq9a0jmUJQlfor2itRRHgS8J2BGmGOiCOE&refId=eK3LUSoqKQ9DttoKuogj1g%3D%3D&trackingId=tpQ7gAdvVeFizxx2n3R%2BsQ%3D%3D&trk=flagship3_search_srp_jobs
Unilever,ELECTRICAL ENGINEER,"Englewood Cliffs, NJ (Remote)",31 school alumni work here,https://www.linkedin.com/jobs/view/3621770502/?eBP=CwEAAAGKOZE39nCT3NIENWqPOFQurYtgzLkdJnC0XqzsVBo2GVAEJi0jJdUwZvUxI2_dMqfHw66H9uLZljQXGe7KFqXKmL9mp_gKfqcmrPuwo2AnuJffhs6FhHBU9nuLeMdF7Cpb6Ef6T2oy0WeG9lxK4GA7D-FRwU72u2x_Kpx-CAhX2FSRtV9SikuZw9G6X2wWpKKRzIkZ0WJl_k2W4B2SUgvpPcFGo5cJvYNDBBD8J11lTFG8jr2oJunUCcgABCm4VtxyRQF_XRRCyg8hhl9Zoq9cUQoCrQ189svIwF5Wth8Z0Zjnr1DP22TmCZquNJaqcChlQtMnvThQFEdoHxIVVAFSZyHQN2lyTFZCorZnkiBa-gA2ppNk_vlemT62UBAeHIk6rw&refId=eK3LUSoqKQ9DttoKuogj1g%3D%3D&trackingId=YXHA6XicROTB6EeTD43pBQ%3D%3D&trk=flagship3_search_srp_jobs
MediaNews Group,"System Engineer, UNIX","Denver, CO",3 school alumni work here,https://www.linkedin.com/jobs/view/3665962280/?eBP=CwEAAAGKOZE39nK-Icev40VXaQm7ZG49Qt76BEzrRvdv3F44Ss5M_bLDJetid9sltmPtPhUrpeBU3TI7cUWCx--0Z_spIIDT6VakHuaQLqCG5LIsH7W2JKk1dLR1p1ze7DbgB8QVNxhevbOOTSF3wHNerboSk012sCqsc2Q8bgWKzBnqLseVkk9A4qr5KHtrnDaS0NcVkBzv7SFyvVZVPj4FanKw-xIRVJgkZ_esWuRVmtWtT4x4ZwnSJveubsJaJXXG2x-39zSQVxZSJ9_xjaO_df2if3Ab0dlppqqTUk11sFuRw93zxvHsfJ7J9NEMn9W0ZLtlgTfVam-J2CaSyKuV35D54dBQ76EIvfXCL8bS56p-OcFWQIy4VjQExLoDLMaABogCdkKj&refId=eK3LUSoqKQ9DttoKuogj1g%3D%3D&trackingId=JDv0%2FnlCCwriHqUptwfN1g%3D%3D&trk=flagship3_search_srp_jobs
GitLab,"Sr. Site Reliability Engineer, Environment Automation",United States (Remote),3 school alumni work here,https://www.linkedin.com/jobs/view/3638858047/?eBP=CwEAAAGKOZE39hQKNpV50xuBzqbYUzTCky29Jj26n0h3MXfa5PqgulQZNeD-k26kowXe6_ciWG6gdnCsFxsXNnoPCricM-el5A1KoHw7M3x-orCLuYQd7_NshpK1dJbHjevU6Jk5FiidxjGAq1sPkctyWtkOkcbaN4WqsVLLiRRahzK0EWGLG-mQENS-1v3QE5SKKaGd5aQVWfAjCZ3kdBgQn0q-sFmZAompQDy2yexH51JXp4WcNppZjDUWO4-Qxc0gJH6ZMEkwqc6WoBZfmi-ah3MUr9XZ8ir5Wq87-q_DlNJvnC5gIJhfPFac60qxpLgnW7qRS4C_ur5-aTDK3P9b20QbYlNSEKgelGmjbNJ5TW95xJ0IA45doOiKdLh1ICvslM_O9aeJ&refId=eK3LUSoqKQ9DttoKuogj1g%3D%3D&trackingId=Bq3j1d%2B9u4bgnTkRiyz6ng%3D%3D&trk=flagship3_search_srp_jobs
Barry-Wehmiller Design Group,"Project Manager, Life Science","Irvine, CA",6 school alumni work here,https://www.linkedin.com/jobs/view/3598090810/?eBP=CwEAAAGKOZE39hPIDlmgEaGrbPSUWODg5qdmSfKqIwIJS4lcokBBG-YB97MvK3BK7EzX8QN6X8XOg2YgK0zIz5_kIbSx1XbF1IHNkcsLNG4MjsBSk7LvwM5aJGOrYE3WAXHH8cOoa2CAIZnqWuiedYex8S4FBvEBQVxtinvNeu0i5qVK6cPYartqe9xujrak0eS5trLRkqNhSvfdpf7xsZzVKHAbEzw9XeMUjBYTicNolNfnWG-Aa9yAuvKi2loJ1YEoc22MFGTRrD3VV_uumGZ4zpyFEAgzYYvsQo4ENJCMdPIjKHOf2OS9K4ne8ASr29CTxIX4rG04X56oLu2LGoWwhzPmU8lNqKklER5hcxmpRKJomL7URwhds_Zx3xXa-47fqIRDSci1&refId=eK3LUSoqKQ9DttoKuogj1g%3D%3D&trackingId=qz7NoFvMJ85i2Lzyl8wu3g%3D%3D&trk=flagship3_search_srp_jobs
Plus,Program Manager,"Santa Clara, CA (On-site)",1 school alum works here,https://www.linkedin.com/jobs/view/3624848096/?eBP=CwEAAAGKOZE39pnDB7dSsEqf3RA9Or6KdkVfd6QgPsQJYd1owehZQKIDWJoFF2c8JY5NFTgf-Ko8EMWGg2RWTtLJQPewNkc3vpLjz47IHtwq767VdXknQaW0Ky9BQ_USQG7OgfeG5BCnsOou8nRUwUhnc76clzVmDGCMAQ7XRZ7hbwTmFAbWO1WVgTqc-36FfkBrBX97aS9jtFMSc7UgZiyMghozyfwl-P_Mwl2AUni6paRSDToFFs3oaVWL591yDx4Ub2kQ9YP9Scu-wgfC3vDNmptS8A5_wVoWlZKx1h6yNRlmybogqHHctRRZKVgkV2qKav6dg1Mka4UqLW8off4bFO7nYgJTEYfd0R5iMLiPqKceDUIRvyChE9pS3vcyfyltktOc4S-s&refId=eK3LUSoqKQ9DttoKuogj1g%3D%3D&trackingId=l%2FK2d74%2BpWtXznvdtQefkA%3D%3D&trk=flagship3_search_srp_jobs
HDR,California Dam Risk Lead,"San Diego, CA (On-site)",28 school alumni work here,https://www.linkedin.com/jobs/view/3306435007/?eBP=CwEAAAGKOZE39potKSEtxWZxEeA_g7BARAyu68RS9FmSdG65o8RdITMrhAGbosUaptytsmfbxpqhSmV9ggI47MtpG9ANIKNlCI_7tN-0BhgKe_6_A3AqYJkxs_HVurx5TPEaE0kq_k3gfd7dj2O2-HKVKRS1IpKQU2T-HXH1s894SJIkR_ih_UnM-ImuFaOAIKZ_Cmwp7ha6T71eQw-oP2RUQzGyYusdnOqD6mVrrgNtcet_QIBsIDiNX9kLMEOclVagDDPdG-8diMRTWkKo6T8vbgyD4A8SRAzVCGNhjmCvCgLqb1Z95FY9ALpKB0S7eunoQBOPs3mB36LGrtEGysdtQskIfhvFit21N2c9qUP5X5-Ne1Xf5PfENvyjc17nVn4NKoxrhQc2&refId=eK3LUSoqKQ9DttoKuogj1g%3D%3D&trackingId=WbXAJiEKEv72mMqaE60hQA%3D%3D&trk=flagship3_search_srp_jobs
Ohio Industrial Commission,Software Development Specialist 3 PN20064732 PN20064770,"Columbus, OH",,https://www.linkedin.com/jobs/view/3664671394/?eBP=CwEAAAGKOZE39mmw1-jyKI30Gh24MuwbTUbTCs36bIxnkN-1oO7Kv-RO5NL4LTM320_e3wSxPorsWCKImv0R2JRij9blUOlsOvpvRDKul7nQKcvSrtFMYJ7zi6DpuyLzNQeMUyZ_8aQW1mkIjWoX0xtPpLAWD-Y2JZpXbGrs0puWOZ00v-gp7JEWLlumJt5K_KeddSPRe7VJym2XvkgAN8lCoC29VU88BvxF2fR-B8deAk90XUrWAKP2Tfl24LqKGhL2_qCdCrt5ug_iT7dixDnYTjryiGUcTzFvu39JSaPfsGcIk8mZSGbT-09bWORWvoCQaXZl3g4tja5daMvFnh1MMdnV03IAzdLjqHbi_MT9fIFI2zBRmDBfPdBRjIDrmBtKIJxhjLoF&refId=eK3LUSoqKQ9DttoKuogj1g%3D%3D&trackingId=P5ISppyru4kmJQYBAR%2BPRA%3D%3D&trk=flagship3_search_srp_jobs
AMERICAN SYSTEMS,Senior Security Engineer - Public Trust,"Colorado Springs, CO (On-site)",5 school alumni work here,https://www.linkedin.com/jobs/view/3605309922/?eBP=CwEAAAGKOZFHpye3-_0b2QCYIQf9ZdIwApf7Ma0ZlRROeX91PH897ykQcg3caRusXZBuAEUXOIxilo2TU9u5gRtNMxKSjAWWjXe9GSQFJ4kRqavWulwpsOawwLcEBH2Q4yfsrMjOLlNt6HAeuIGw7Xp8jo4ybjNU6LXU8obwrbwarix-yBCgO5Wu42g3N0S3A0ZeBEqj0to4AeDWPp5bDuAqRkb2lCG3AdY18n-4Sxsjd3U4Nfem6ACazoCU2WdXmD11b-jcuE6pQ5F3njBoUR9nJSoFtAwGMVdl3kwUlKu_hRoaotkZnEiQrBp9jC-ZGV3speb_f1Kae423BszV6wkigg2BDlcRy6RzpqDEcUsB95FC0Pc7UzE1cQ5h_CvZmDqYfdE&refId=bTlueFvhUpfrdf8n12Qq6w%3D%3D&trackingId=HJ9Tl%2Fp3s9C5UK%2FewsmzEA%3D%3D&trk=flagship3_search_srp_jobs
Arthrex,Engineer II - Electrical Manufacturing,"Santa Barbara, CA (On-site)",10 school alumni work here,https://www.linkedin.com/jobs/view/3662113677/?eBP=CwEAAAGKOZFHp3vDw4PFs5_6W7CC3IVFEtzPKbg0GI-jPMs8X3tq5xqighN7aSTPfi7pbUDABJS_iYkNAHWBxHENmz5itLegk40st7Ty-Yea_yRdiMOZq3wDYI_KCTcnjrjjYarTik755u19PycZUule1n-nctSrWPt4qHayHYElltT4M6yMw6LfLHLDoVcxjivHuyFWdeLcJR6d0-wvDkr_U6cVUdqE14A-0_oBr5LkdPbM7Xj_vq8nxKdnUirKMgM7WeRmPGmOZ84eFhGTqpyZCL91ezDvFiuWNBeBeSQbCt84KwB41RHAs035Xp9VBDCS11inWlhZfjryfTCRbu-HT9F5KJwZTztRqhGq7ZpAHUio-4wNPErLYtI_Jb557vZJR8B67A&refId=bTlueFvhUpfrdf8n12Qq6w%3D%3D&trackingId=75%2FLfKRYVf0NAWp147OP5A%3D%3D&trk=flagship3_search_srp_jobs
Blizzard Entertainment,"Senior Encounter (Monster & Balance) Designer - Diablo IV | Albany, NY or Irvine, CA","Irvine, CA (On-site)",3 school alumni work here,https://www.linkedin.com/jobs/view/3644448805/?eBP=CwEAAAGKOZFHp5D3Ap-NUg0u46DiRpP1jHKNRCtDDQoOj5tqW7mr1dRlvPvfkClO3_UhC7Zrkq07op0JvbDYfgJ5MjWY3Say1GvYLleCZv4eExFX-14r_LSgMJG7qpIwEB3cdaWSrKcZ0hBbciXCHGdtP5yzc-5vuP7o-SgnH4nAHHgMnhrbj2ct0STILsSPNUGob88KBkyyGL7a-y7RMySPq53M6emU7A-s6MFU61HoxzQyGArGL0e8AJszbMA8DHd0LB7LoM066uxpCda6t2BeIm5JIY1SKjkJiO8AN4s54_h0qUaXgHdG-sWxRJOMOcEBmZ9HLEBWzAWZpLVvbX8zgJJXB_psQhYitChYdunrFn0pd-KMHNNc0_VyKWq9NU6rBfTwig&refId=bTlueFvhUpfrdf8n12Qq6w%3D%3D&trackingId=n22GXd388oWGD%2BC1XYvelw%3D%3D&trk=flagship3_search_srp_jobs
Siemens,Field Service Engineer - Mobility Customer Service,"New Orleans, LA (On-site)",42 school alumni work here,https://www.linkedin.com/jobs/view/3606126019/?eBP=CwEAAAGKOZFHp8hV9GIpsDgNR6eMnukdtY1DhmT8bqEq2CJn4R4wgCTR99bKBESx3Glm-vFy-natym4eaYEjwE6m2Un9t7EJoF_wzMsYNw7Xhjg-zsCWyTybPgBVb43BjXSgaUv5ojEqP4Wwi1EIWCuEBUUGHeY201K4p-qa8SCPThdBrIOsUzK7hdzUfI7ryLO72TSUZXyo4uwPeH1acFt7APqWoGRUaaYFT1w2nk9A2eBn07gY13sD0RQk_hnQBoRXy3admgVlgy2kKcm1f5ZT34ms-8q8FUaIQh8qMsY8UlAZatoVtMrMiOJCPeSh7Aiu2p8jL9lAmAveTnsP-zcyGnZaRZqSS4hhxb4Cq3-ic5gwwkFRw1OF3ayRS7P7AgXTvLE&refId=bTlueFvhUpfrdf8n12Qq6w%3D%3D&trackingId=ohWzlN%2FLhV3BYcrogWoyag%3D%3D&trk=flagship3_search_srp_jobs
Vinson & Elkins,Finance and Business Systems Analyst II,"Los Angeles, CA",1 school alum works here,https://www.linkedin.com/jobs/view/3619530541/?eBP=CwEAAAGKOZFHp2DDCox_oWV0DjqEuvo1bYWEwmfzkMOiusK2f61-9Xv2JMCGzfAyH0dtVVl7gJf2xuYKzE8CVGKB9lWU_oLZmY5PgFL0zHpHOaKJSdkgY-86bKDqaBtGvAWyOmcp9mceC9Pdc0PPviJmLJfqT3M-o1n1NwkFMP8cBwcQBNmbzxCjLIZGcgdBNcGiemBXcJJ6rj4X8NMkm0-WO4juc34Qq9tMjO-nqTgKkCB0dJxxAcDXqqzmrdGRfo2xY_uyntLrt9RzQtXNpwxN0r7rMgxJ1HZYhxnfZDpj7rYxvnkD6ZovzuUIowNdU86R0thFvQts5tngizmEh74jR3svrXUi1u_EiI0sLd2Tvu50r5mZtSdatMMZohMUsFOiKK7rxg&refId=bTlueFvhUpfrdf8n12Qq6w%3D%3D&trackingId=3SRNnUW%2FADRfrEN3vTwcyg%3D%3D&trk=flagship3_search_srp_jobs
Accenture Federal Services,Federal -Identity Governance Engineer (Jr),"Arlington, VA (Hybrid)",8 school alumni work here,https://www.linkedin.com/jobs/view/3624376237/?eBP=CwEAAAGKOZFHp94Yb-pVk_ouDv2xdZK1_UHMSeMAKbqOTJCB138o3Evm_qpn6KBYzjL72wd2DHlJmhixjuleoy3eyybD91FwOFQwNlgzeXIR1n15oCu4hG2ohOe5B44NzyKTthzIGZho1b3Ej3N3FocRpWvNVxhr0LQEQfvqlY-5cqn-nKr21RwErPUdTkIczRW7WO-h7gbgxNLeG37bQE82km-MLMRLnHtagytU8WjazrPx1jHoGHajMDzIdz-Vdt3Nf1u6kW9b4yHo0p8HuW0TZdLxF85Io-2vkweD8oqvQZuidQp9YwT1E33jtMSMzPpPHfo15T8MsXuZ9RRsOXfMCWsvD0X-81u6DihJnZw938McsIbc6ZgLvoVJQEt4Tt10rGlquw&refId=bTlueFvhUpfrdf8n12Qq6w%3D%3D&trackingId=HsobjfsIzUNL5fp6mVIKUw%3D%3D&trk=flagship3_search_srp_jobs
